,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,is_recid,is_violent_recid,score_text,two_year_recid
3695,Male,32,Caucasian,0,7,1,0,1,1,Medium,Yes
3696,Male,47,Caucasian,0,4,0,0,0,0,Low,No
3697,Male,32,African-American,0,10,0,0,0,0,High,No
3698,Male,30,Hispanic,0,1,0,0,0,0,Low,No
3699,Female,22,African-American,0,6,0,0,0,0,Medium,No
3700,Male,35,African-American,0,3,0,0,0,0,Low,No
3701,Male,35,African-American,0,6,0,0,1,1,Medium,No
3702,Male,25,African-American,0,6,0,0,0,0,Medium,No
3703,Male,58,Caucasian,0,2,0,0,0,0,Low,No
3704,Male,33,Caucasian,0,2,0,0,0,0,Low,No
3705,Male,44,Caucasian,0,3,0,0,0,0,Low,No
3706,Male,30,African-American,0,5,0,0,0,0,Medium,No
3707,Female,39,Hispanic,0,2,0,0,0,0,Low,No
3708,Male,28,Caucasian,0,3,0,0,0,0,Low,No
3709,Male,34,African-American,0,2,0,0,0,0,Low,No
3710,Male,26,African-American,0,8,0,0,1,1,High,Yes
3711,Male,23,African-American,0,2,0,0,0,0,Low,No
3712,Male,31,African-American,0,4,0,0,0,0,Low,No
3713,Male,38,Other,0,1,0,0,0,0,Low,No
3714,Male,44,African-American,0,1,0,0,0,0,Low,No
3715,Male,52,African-American,0,1,0,0,0,0,Low,No
3716,Male,31,African-American,0,8,0,0,1,1,High,Yes
3717,Female,21,African-American,0,6,1,0,1,0,Medium,No
3718,Male,77,Caucasian,0,1,0,0,0,0,Low,No
3719,Male,61,Caucasian,0,6,0,0,0,0,Medium,No
3720,Female,41,African-American,0,1,0,0,0,0,Low,No
3721,Female,24,Caucasian,0,5,0,0,0,0,Medium,No
3722,Female,34,African-American,0,3,0,0,1,0,Low,No
3723,Male,27,Hispanic,0,3,0,0,0,0,Low,No
3724,Male,30,African-American,0,1,0,0,0,0,Low,No
3725,Male,59,Hispanic,0,1,0,0,0,0,Low,No
3726,Male,55,Caucasian,0,1,0,0,1,1,Low,Yes
3727,Female,22,African-American,0,6,1,0,0,0,Medium,No
3728,Male,53,African-American,0,2,0,0,0,0,Low,No
3729,Male,50,Caucasian,0,2,0,0,0,0,Low,No
3730,Male,21,Hispanic,0,5,0,1,1,1,Medium,Yes
3731,Female,25,Caucasian,0,3,0,0,0,0,Low,No
3732,Female,31,Caucasian,0,6,0,0,0,0,Medium,No
3733,Female,26,African-American,0,5,0,0,0,0,Medium,No
3734,Male,25,Caucasian,0,2,0,0,0,0,Low,No
3735,Male,32,African-American,0,1,0,0,0,0,Low,No
3736,Male,40,Caucasian,0,3,0,0,0,0,Low,No
3737,Male,35,African-American,0,3,0,0,0,0,Low,No
3738,Male,27,African-American,0,3,0,0,0,0,Low,No
3739,Male,36,Asian,0,1,0,0,0,0,Low,No
3740,Male,30,Caucasian,0,2,0,0,0,0,Low,No
3741,Male,30,African-American,0,4,0,0,0,0,Low,No
3742,Male,41,African-American,0,8,0,0,1,0,High,No
3743,Female,21,Caucasian,0,7,0,0,0,0,Medium,No
3744,Female,29,Caucasian,0,7,0,0,0,0,Medium,No
3745,Male,32,Caucasian,0,2,0,0,0,0,Low,No
3746,Male,25,Caucasian,0,5,0,0,0,0,Medium,No
3747,Male,50,Caucasian,0,1,0,0,0,0,Low,No
3748,Male,35,Caucasian,0,2,0,0,0,0,Low,No
3749,Male,43,African-American,0,1,0,0,1,1,Low,Yes
3750,Female,61,Caucasian,0,1,0,0,0,0,Low,No
3751,Female,22,African-American,0,9,0,0,1,1,High,Yes
3752,Male,31,African-American,0,10,0,0,1,0,High,No
3753,Male,44,African-American,0,9,0,0,0,0,High,No
3754,Female,34,African-American,0,2,0,0,0,0,Low,No
3755,Male,24,Other,0,6,0,0,0,0,Medium,No
3756,Female,34,Caucasian,0,6,0,0,0,0,Medium,No
3757,Female,20,African-American,0,7,0,1,1,1,Medium,Yes
3758,Male,30,African-American,0,1,0,0,0,0,Low,No
3759,Female,43,African-American,0,1,0,0,0,0,Low,No
3760,Male,37,Hispanic,0,5,0,0,0,0,Medium,No
3761,Female,29,Hispanic,0,4,0,0,0,0,Low,No
3762,Male,44,Caucasian,0,1,0,0,0,0,Low,No
3763,Female,24,Caucasian,0,6,0,0,0,0,Medium,No
3764,Male,36,Caucasian,0,1,0,0,0,0,Low,No
3765,Male,39,Caucasian,0,1,0,0,1,1,Low,Yes
3766,Male,32,African-American,0,5,0,0,0,0,Medium,No
3767,Male,30,African-American,0,2,0,0,0,0,Low,No
3768,Male,38,African-American,0,1,0,0,0,0,Low,No
3769,Female,27,African-American,0,6,0,0,1,0,Medium,No
3770,Male,24,Caucasian,0,3,0,0,0,0,Low,No
3771,Male,30,African-American,6,9,0,0,1,1,High,Yes
3772,Female,26,Caucasian,0,4,0,0,1,0,Low,No
3773,Male,37,Caucasian,0,4,0,0,0,0,Low,No
3774,Male,37,Hispanic,0,6,0,0,0,0,Medium,No
3775,Male,29,Caucasian,0,1,0,0,0,0,Low,No
3776,Male,32,Caucasian,0,5,0,0,0,0,Medium,No
3777,Male,21,African-American,0,9,2,6,1,1,High,Yes
3778,Male,21,Caucasian,0,3,0,0,0,0,Low,No
3779,Male,47,Caucasian,0,4,0,0,1,1,Low,Yes
3780,Female,36,African-American,0,2,0,0,0,0,Low,No
3781,Male,32,Caucasian,0,2,0,0,1,1,Low,Yes
3782,Male,43,Caucasian,0,1,0,0,0,0,Low,No
3783,Male,27,African-American,0,6,0,0,0,0,Medium,No
3784,Male,21,African-American,0,3,0,0,0,0,Low,No
3785,Male,34,Asian,0,2,0,0,0,0,Low,No
3786,Male,46,Hispanic,0,1,0,0,0,0,Low,No
3787,Male,40,African-American,2,6,0,0,1,1,Medium,Yes
3788,Male,38,Caucasian,0,3,0,0,0,0,Low,No
3789,Male,41,African-American,0,9,0,0,0,0,High,No
3790,Male,21,Caucasian,0,4,0,0,0,0,Low,No
3791,Female,74,Caucasian,0,1,0,0,0,0,Low,No
3792,Female,27,Hispanic,0,3,0,0,0,0,Low,No
3793,Male,30,African-American,0,2,1,0,0,0,Low,No
3794,Female,33,Caucasian,0,6,0,0,1,1,Medium,Yes
3795,Male,24,Caucasian,0,2,0,0,0,0,Low,No
3796,Male,52,Asian,0,1,0,0,0,0,Low,No
3797,Female,29,Caucasian,0,6,0,0,0,0,Medium,No
3798,Female,30,Caucasian,0,2,0,1,0,0,Low,No
3799,Male,33,African-American,0,5,0,0,0,0,Medium,No
3800,Male,38,Hispanic,0,1,0,0,0,0,Low,No
3801,Female,28,African-American,0,8,0,0,0,0,High,No
3802,Male,28,Hispanic,0,8,0,0,0,0,High,No
3803,Female,52,African-American,0,1,0,0,0,0,Low,No
3804,Male,21,Hispanic,0,8,0,3,0,0,High,No
3805,Female,22,Hispanic,0,5,0,0,1,0,Medium,No
3806,Male,32,Hispanic,0,3,0,0,0,0,Low,No
3807,Male,25,African-American,0,2,0,0,1,1,Low,Yes
3808,Female,27,African-American,0,3,0,0,1,1,Low,No
3809,Male,35,Caucasian,0,2,0,0,0,0,Low,No
3810,Male,40,African-American,0,3,0,0,1,1,Low,No
3811,Female,29,Other,0,3,0,0,0,0,Low,No
3812,Male,24,African-American,0,9,0,2,1,1,High,Yes
3813,Male,24,African-American,5,10,1,0,1,1,High,Yes
3814,Male,54,African-American,0,6,0,0,0,0,Medium,No
3815,Male,26,Hispanic,0,3,0,0,0,0,Low,No
3816,Male,50,Caucasian,0,2,0,0,0,0,Low,No
3817,Male,51,Hispanic,0,1,0,0,0,0,Low,No
3818,Male,29,African-American,0,1,0,0,0,0,Low,No
3819,Female,25,Caucasian,0,4,0,0,0,0,Low,No
3820,Male,46,Caucasian,0,3,0,0,0,0,Low,No
3821,Male,33,African-American,0,7,0,2,1,1,Medium,Yes
3822,Male,31,Hispanic,0,7,1,0,1,1,Medium,Yes
3823,Male,21,Other,0,4,0,0,0,0,Low,No
3824,Male,23,African-American,0,5,0,0,0,0,Medium,No
3825,Male,35,African-American,0,4,0,0,0,0,Low,No
3826,Male,26,Other,0,4,0,0,0,0,Low,No
3827,Male,27,Caucasian,0,5,0,0,0,0,Medium,No
3828,Male,22,African-American,0,6,1,3,0,0,Medium,No
3829,Female,29,African-American,0,4,0,0,1,1,Low,Yes
3830,Male,31,African-American,0,9,0,0,0,0,High,No
3831,Female,29,Hispanic,0,3,0,0,0,0,Low,No
3832,Female,65,Caucasian,0,1,0,0,0,0,Low,No
3833,Female,34,Hispanic,0,3,0,0,0,0,Low,No
3834,Male,24,Caucasian,0,10,0,2,0,0,High,No
3835,Male,46,African-American,0,2,0,0,0,0,Low,No
3836,Male,26,Other,0,2,0,0,0,0,Low,No
3837,Male,29,African-American,0,3,0,0,1,0,Low,No
3838,Female,56,Caucasian,0,1,0,0,0,0,Low,No
3839,Male,21,African-American,0,4,0,0,0,0,Low,No
3840,Male,40,African-American,0,10,0,0,1,1,High,Yes
3841,Male,22,African-American,0,9,0,0,1,1,High,Yes
3842,Male,39,Caucasian,0,1,0,0,0,0,Low,No
3843,Male,36,Caucasian,0,2,0,0,0,0,Low,No
3844,Male,30,African-American,0,1,0,0,0,0,Low,No
3845,Male,56,Caucasian,0,4,0,0,1,1,Low,Yes
3846,Male,36,African-American,0,6,0,0,0,0,Medium,No
3847,Male,38,African-American,0,7,0,0,0,0,Medium,No
3848,Male,32,African-American,0,1,0,0,0,0,Low,No
3849,Male,23,Other,0,3,0,0,1,0,Low,No
3850,Male,52,Caucasian,0,1,0,0,0,0,Low,No
3851,Male,38,African-American,0,4,0,0,0,0,Low,No
3852,Male,46,Caucasian,0,1,0,0,0,0,Low,No
3853,Male,20,African-American,0,3,0,0,1,1,Low,Yes
3854,Female,51,African-American,0,1,0,0,0,0,Low,No
3855,Male,63,Caucasian,0,1,0,0,0,0,Low,No
3856,Male,27,African-American,0,6,0,0,0,0,Medium,No
3857,Male,27,African-American,0,4,0,0,1,1,Low,Yes
3858,Male,27,African-American,0,5,0,0,0,0,Medium,No
3859,Male,24,African-American,2,9,1,0,0,0,High,No
3860,Male,27,African-American,0,1,0,0,0,0,Low,No
3861,Female,48,African-American,0,5,0,0,0,0,Medium,No
3862,Female,26,African-American,0,4,0,0,0,0,Low,No
3863,Male,58,Other,0,1,0,0,0,0,Low,No
3864,Female,51,African-American,0,1,0,0,0,0,Low,No
3865,Male,41,African-American,0,1,0,0,0,0,Low,No
3866,Male,21,African-American,0,7,0,0,0,0,Medium,No
3867,Male,32,African-American,0,7,0,0,0,0,Medium,No
3868,Male,26,Other,0,2,0,0,0,0,Low,No
3869,Female,39,African-American,0,6,0,0,0,0,Medium,No
3870,Female,48,Other,0,1,0,0,0,0,Low,No
3871,Male,46,Caucasian,0,1,0,0,0,0,Low,No
3872,Male,56,Hispanic,0,8,0,0,0,0,High,No
3873,Male,33,Other,0,8,1,0,1,1,High,Yes
3874,Male,20,Native American,0,9,1,0,1,1,High,Yes
3875,Male,32,Caucasian,0,3,0,0,0,0,Low,No
3876,Male,64,Hispanic,0,1,0,0,0,0,Low,No
3877,Male,26,African-American,0,4,0,0,0,0,Low,No
3878,Female,30,Caucasian,0,6,0,0,0,0,Medium,No
3879,Male,22,African-American,0,8,0,0,1,1,High,No
3880,Female,43,Caucasian,0,1,0,0,0,0,Low,No
3881,Female,55,Caucasian,0,1,0,0,0,0,Low,No
3882,Male,34,Hispanic,0,1,0,0,0,0,Low,No
3883,Male,20,African-American,0,2,0,2,0,0,Low,No
3884,Male,29,African-American,0,9,4,1,1,1,High,Yes
3885,Male,55,Caucasian,0,8,0,0,0,0,High,No
3886,Male,22,African-American,0,6,0,0,0,0,Medium,No
3887,Male,55,African-American,0,1,0,0,0,0,Low,No
3888,Male,21,African-American,0,10,0,3,1,1,High,Yes
3889,Male,38,African-American,1,4,0,0,0,0,Low,No
3890,Male,23,African-American,0,2,0,0,0,0,Low,No
3891,Female,28,Caucasian,0,5,0,0,0,0,Medium,No
3892,Male,45,Other,0,1,0,0,0,0,Low,No
3893,Male,39,African-American,0,1,0,0,1,0,Low,No
3894,Male,79,Caucasian,0,1,0,0,0,0,Low,No
3895,Male,48,Caucasian,0,1,0,0,0,0,Low,No
3896,Male,31,African-American,1,8,0,0,0,0,High,No
3897,Male,56,Caucasian,0,1,0,0,0,0,Low,No
3898,Male,43,African-American,0,1,0,0,0,0,Low,No
3899,Male,20,Hispanic,0,3,0,2,0,0,Low,No
3900,Male,41,African-American,0,6,0,0,0,0,Medium,No
3901,Male,24,Other,0,3,0,0,0,0,Low,No
3902,Female,33,African-American,0,1,0,0,0,0,Low,No
3903,Male,22,African-American,0,3,0,0,0,0,Low,No
3904,Male,34,African-American,0,1,0,0,0,0,Low,No
3905,Male,36,Caucasian,0,1,0,0,0,0,Low,No
3906,Male,69,Caucasian,0,5,0,0,0,0,Medium,No
3907,Male,32,Caucasian,0,5,0,0,1,1,Medium,Yes
3908,Male,46,Caucasian,0,5,0,0,0,0,Medium,No
3909,Male,34,Caucasian,0,5,0,0,0,0,Medium,No
3910,Female,32,Hispanic,0,1,0,0,0,0,Low,No
3911,Male,39,African-American,0,1,0,0,0,0,Low,No
3912,Male,25,African-American,0,7,0,1,1,1,Medium,Yes
3913,Male,29,Caucasian,0,5,0,0,1,0,Medium,No
3914,Female,40,Caucasian,0,5,0,0,0,0,Medium,No
3915,Male,36,Caucasian,0,5,0,0,1,1,Medium,Yes
3916,Male,50,Caucasian,0,7,0,0,1,0,Medium,No
3917,Male,37,African-American,0,7,0,0,1,1,Medium,Yes
3918,Male,34,African-American,0,7,0,0,0,0,Medium,No
3919,Female,35,Hispanic,0,2,0,0,0,0,Low,No
3920,Male,23,Caucasian,0,7,0,1,1,0,Medium,No
3921,Male,20,Other,0,4,0,0,0,0,Low,No
3922,Male,26,Caucasian,0,5,0,0,0,0,Medium,No
3923,Male,59,Caucasian,0,1,0,0,1,1,Low,Yes
3924,Male,45,Caucasian,0,2,0,0,0,0,Low,No
3925,Male,37,Caucasian,0,2,0,0,0,0,Low,No
3926,Male,22,African-American,0,8,0,0,0,0,High,No
3927,Male,25,African-American,0,5,0,0,0,0,Medium,No
3928,Female,52,African-American,0,3,0,0,0,0,Low,No
3929,Male,20,African-American,0,4,0,0,1,1,Low,Yes
3930,Male,32,African-American,0,6,0,0,0,0,Medium,No
3931,Male,39,Caucasian,0,6,0,0,0,0,Medium,No
3932,Male,50,Hispanic,0,1,0,0,0,0,Low,No
3933,Male,20,African-American,1,6,0,0,0,0,Medium,No
3934,Male,39,Caucasian,0,1,0,0,0,0,Low,No
3935,Male,51,Caucasian,0,2,0,0,1,1,Low,Yes
3936,Male,30,African-American,0,2,0,0,0,0,Low,No
3937,Male,39,Other,0,1,0,0,1,0,Low,No
3938,Male,26,African-American,0,6,0,0,0,0,Medium,No
3939,Male,20,Other,0,5,0,0,0,0,Medium,No
3940,Female,51,Caucasian,0,5,0,0,0,0,Medium,No
3941,Female,26,Caucasian,0,5,0,0,0,0,Medium,No
3942,Male,26,African-American,0,4,0,0,0,0,Low,No
3943,Male,20,Caucasian,0,2,0,2,0,0,Low,No
3944,Male,28,African-American,0,3,0,0,1,1,Low,Yes
3945,Female,21,African-American,0,5,0,0,0,0,Medium,No
3946,Male,25,Other,0,9,0,0,1,1,High,Yes
3947,Male,30,Caucasian,0,3,0,0,0,0,Low,No
3948,Male,21,Caucasian,0,9,2,7,1,1,High,Yes
3949,Male,35,African-American,0,10,0,0,1,1,High,Yes
3950,Male,50,Caucasian,0,2,0,0,1,1,Low,Yes
3951,Male,25,African-American,0,9,0,0,0,0,High,No
3952,Female,48,Caucasian,0,9,0,0,0,0,High,No
3953,Male,26,African-American,0,9,0,0,0,0,High,No
3954,Male,22,African-American,0,4,0,0,0,0,Low,No
3955,Male,29,African-American,0,3,0,0,0,0,Low,No
3956,Male,52,Caucasian,0,1,0,0,0,0,Low,No
3957,Male,21,African-American,0,7,0,0,1,0,Medium,No
3958,Male,21,Caucasian,0,8,0,0,0,0,High,No
3959,Male,24,African-American,0,7,0,0,0,0,Medium,No
3960,Female,30,Caucasian,0,2,0,0,0,0,Low,No
3961,Male,41,African-American,0,9,1,0,0,0,High,No
3962,Male,53,Hispanic,0,1,0,0,0,0,Low,No
3963,Male,48,Caucasian,0,2,0,0,0,0,Low,No
3964,Female,34,African-American,0,1,0,0,0,0,Low,No
3965,Male,39,Other,0,4,0,0,0,0,Low,No
3966,Female,48,Caucasian,0,8,0,0,0,0,High,No
3967,Male,31,Hispanic,0,7,0,0,0,0,Medium,No
3968,Male,26,Hispanic,0,2,0,0,1,0,Low,No
3969,Male,25,African-American,0,2,0,0,0,0,Low,No
3970,Male,56,Caucasian,0,1,0,0,0,0,Low,No
3971,Male,23,African-American,0,4,0,0,0,0,Low,No
3972,Male,21,Caucasian,0,4,0,0,0,0,Low,No
3973,Male,66,Caucasian,0,1,0,0,0,0,Low,No
3974,Male,28,African-American,0,7,0,0,0,0,Medium,No
3975,Male,29,Caucasian,0,1,0,0,0,0,Low,No
3976,Male,39,Caucasian,0,1,0,0,0,0,Low,No
3977,Male,31,Caucasian,0,2,0,0,0,0,Low,No
3978,Male,22,African-American,0,8,0,0,0,0,High,No
3979,Female,22,Caucasian,0,5,0,0,0,0,Medium,No
3980,Male,35,Caucasian,0,4,0,2,0,0,Low,No
3981,Female,37,African-American,0,5,0,0,0,0,Medium,No
3982,Female,30,African-American,0,2,0,0,0,0,Low,No
3983,Male,56,Caucasian,0,1,0,0,1,1,Low,No
3984,Female,34,African-American,0,1,0,0,0,0,Low,No
3985,Male,43,Caucasian,0,1,0,0,0,0,Low,No
3986,Male,38,Caucasian,0,1,0,0,0,0,Low,No
3987,Male,39,Caucasian,0,3,0,0,0,0,Low,No
3988,Male,26,African-American,0,3,0,0,0,0,Low,No
3989,Female,55,Caucasian,0,1,0,0,0,0,Low,No
3990,Male,61,African-American,0,7,0,0,0,0,Medium,No
3991,Male,33,Other,0,1,0,0,0,0,Low,No
3992,Male,40,Caucasian,0,7,0,0,0,0,Medium,No
3993,Male,33,African-American,0,2,0,0,0,0,Low,No
3994,Male,26,Caucasian,0,6,0,0,1,1,Medium,Yes
3995,Male,28,African-American,0,2,0,0,0,0,Low,No
3996,Male,45,Caucasian,0,1,0,0,0,0,Low,No
3997,Female,57,Caucasian,0,2,0,0,0,0,Low,No
3998,Male,26,African-American,0,7,0,0,1,1,Medium,Yes
3999,Male,35,African-American,0,8,0,0,0,0,High,No
4000,Male,54,Hispanic,0,1,0,0,0,0,Low,No
4001,Female,29,African-American,0,5,0,0,0,0,Medium,No
4002,Female,40,Caucasian,0,2,0,0,0,0,Low,No
4003,Female,25,African-American,0,2,0,1,0,0,Low,No
4004,Male,44,African-American,0,6,0,0,0,0,Medium,No
4005,Male,48,Caucasian,0,1,0,0,0,0,Low,No
4006,Female,59,Caucasian,0,1,0,0,0,0,Low,No
4007,Male,29,African-American,0,2,0,0,0,0,Low,No
4008,Male,56,Caucasian,0,1,0,0,0,0,Low,No
4009,Female,27,African-American,0,3,0,0,0,0,Low,No
4010,Female,29,Caucasian,0,7,0,0,0,0,Medium,No
4011,Female,34,Caucasian,0,4,0,0,0,0,Low,No
4012,Female,22,African-American,0,7,0,0,0,0,Medium,No
4013,Male,31,Caucasian,0,1,0,0,0,0,Low,No
4014,Male,47,African-American,0,2,0,0,0,0,Low,No
4015,Female,20,Caucasian,0,4,0,0,0,0,Low,No
4016,Male,39,African-American,0,9,0,0,0,0,High,No
4017,Male,30,Hispanic,0,2,0,0,0,0,Low,No
4018,Male,61,African-American,0,8,0,0,0,0,High,No
4019,Male,37,Hispanic,0,4,0,0,0,0,Low,No
4020,Male,38,Other,0,1,0,0,1,1,Low,Yes
4021,Male,30,African-American,0,9,0,0,0,0,High,No
4022,Male,47,Other,0,1,0,0,0,0,Low,No
4023,Male,56,Caucasian,0,1,0,0,0,0,Low,No
4024,Female,58,Hispanic,0,5,0,0,0,0,Medium,No
4025,Male,28,African-American,0,6,0,0,1,1,Medium,Yes
4026,Male,59,African-American,0,1,0,0,0,0,Low,No
4027,Male,23,Caucasian,0,9,1,0,1,1,High,Yes
4028,Female,41,Hispanic,0,1,0,0,0,0,Low,No
4029,Male,22,African-American,0,7,0,0,0,0,Medium,No
4030,Male,26,African-American,0,4,0,0,0,0,Low,No
4031,Male,44,Caucasian,0,5,0,0,0,0,Medium,No
4032,Female,34,African-American,0,1,0,0,1,1,Low,Yes
4033,Male,29,African-American,0,9,0,0,0,0,High,No
4034,Female,31,African-American,0,6,0,0,0,0,Medium,No
4035,Male,21,Caucasian,0,6,0,0,0,0,Medium,No
4036,Male,34,Caucasian,0,5,0,0,0,0,Medium,No
4037,Male,54,African-American,0,6,0,0,0,0,Medium,No
4038,Male,20,Caucasian,0,10,4,0,0,0,High,No
4039,Male,31,Caucasian,0,3,0,0,1,1,Low,Yes
4040,Male,22,Caucasian,0,4,0,0,0,0,Low,No
4041,Male,36,African-American,0,4,0,0,0,0,Low,No
4042,Male,36,Caucasian,0,1,0,0,0,0,Low,No
4043,Male,50,African-American,0,8,0,0,0,0,High,No
4044,Female,49,Other,0,1,0,0,0,0,Low,No
4045,Male,31,African-American,0,4,0,0,0,0,Low,No
4046,Male,21,African-American,1,9,0,1,0,0,High,No
4047,Male,29,Other,0,2,0,0,0,0,Low,No
4048,Male,61,Hispanic,0,1,0,0,0,0,Low,No
4049,Female,25,Caucasian,0,9,0,0,1,1,High,Yes
4050,Female,26,Other,0,2,0,0,0,0,Low,No
4051,Male,38,Caucasian,0,4,0,0,0,0,Low,No
4052,Male,35,Caucasian,0,1,0,0,0,0,Low,No
4053,Male,50,African-American,0,5,0,0,0,0,Medium,No
4054,Male,29,Caucasian,0,2,0,0,0,0,Low,No
4055,Male,46,Caucasian,0,1,0,0,0,0,Low,No
4056,Male,53,Caucasian,0,5,0,0,1,1,Medium,No
4057,Female,27,Caucasian,0,5,0,0,1,1,Medium,Yes
4058,Male,29,Caucasian,0,8,0,0,0,0,High,No
4059,Male,24,Caucasian,0,2,0,0,1,0,Low,No
4060,Male,40,African-American,0,7,0,0,0,0,Medium,No
4061,Female,36,African-American,0,1,0,0,0,0,Low,No
4062,Male,57,Caucasian,0,1,0,0,1,0,Low,No
4063,Male,26,African-American,0,5,0,0,1,0,Medium,No
4064,Male,26,African-American,0,3,0,1,0,0,Low,No
4065,Female,48,Caucasian,0,1,0,0,0,0,Low,No
4066,Male,52,Caucasian,0,2,0,0,0,0,Low,No
4067,Female,43,African-American,0,1,0,0,0,0,Low,No
4068,Male,35,African-American,0,1,0,0,0,0,Low,No
4069,Male,24,Caucasian,0,5,0,0,0,0,Medium,No
4070,Male,23,Hispanic,0,9,1,0,0,0,High,No
4071,Male,56,African-American,0,7,0,0,0,0,Medium,No
4072,Male,21,African-American,0,5,0,0,0,0,Medium,No
4073,Female,25,Caucasian,0,5,0,0,0,0,Medium,No
4074,Male,31,Other,0,6,0,0,1,0,Medium,No
4075,Male,46,Caucasian,0,5,0,0,0,0,Medium,No
4076,Female,24,African-American,0,7,0,0,0,0,Medium,No
4077,Male,24,Other,0,3,0,0,0,0,Low,No
4078,Male,40,Hispanic,0,3,0,0,0,0,Low,No
4079,Male,36,Hispanic,0,2,0,0,0,0,Low,No
4080,Male,33,Hispanic,0,1,0,0,0,0,Low,No
4081,Male,24,Caucasian,0,2,0,0,0,0,Low,No
4082,Female,55,African-American,0,1,0,0,0,0,Low,No
4083,Male,38,African-American,0,7,0,0,0,0,Medium,No
4084,Male,31,African-American,0,1,0,0,0,0,Low,No
4085,Female,30,African-American,0,2,0,0,0,0,Low,No
4086,Male,52,Caucasian,0,1,0,0,0,0,Low,No
4087,Male,37,African-American,0,8,0,0,1,1,High,Yes
4088,Female,41,Caucasian,0,2,0,0,0,0,Low,No
4089,Male,20,African-American,0,5,0,0,1,1,Medium,Yes
4090,Male,22,Caucasian,0,5,0,0,0,0,Medium,No
4091,Male,38,African-American,0,6,0,0,0,0,Medium,No
4092,Male,31,African-American,0,5,0,0,0,0,Medium,No
4093,Male,28,Caucasian,0,7,0,0,0,0,Medium,No
4094,Male,21,Hispanic,0,7,1,0,1,1,Medium,Yes
4095,Male,39,African-American,0,8,0,0,0,0,High,No
4096,Male,32,Caucasian,0,2,1,0,0,0,Low,No
4097,Male,45,Hispanic,0,1,0,0,0,0,Low,No
4098,Male,36,African-American,0,5,0,2,0,0,Medium,No
4099,Male,27,African-American,0,7,0,0,1,1,Medium,Yes
4100,Male,30,Hispanic,0,1,0,0,0,0,Low,No
4101,Male,61,African-American,0,6,0,0,0,0,Medium,No
4102,Male,43,African-American,0,1,0,0,0,0,Low,No
4103,Male,26,African-American,0,4,0,0,0,0,Low,No
4104,Male,32,African-American,0,2,3,0,1,0,Low,No
4105,Female,57,Caucasian,0,1,0,0,0,0,Low,No
4106,Female,40,Caucasian,0,1,0,0,0,0,Low,No
4107,Male,29,Caucasian,0,10,0,0,0,0,High,No
4108,Female,21,Caucasian,0,8,0,0,1,0,High,No
4109,Male,36,African-American,0,2,0,0,0,0,Low,No
4110,Male,59,African-American,0,4,0,0,0,0,Low,No
4111,Male,35,African-American,0,8,0,0,1,1,High,Yes
4112,Male,49,Hispanic,0,2,0,0,0,0,Low,No
4113,Male,21,African-American,0,5,1,0,1,1,Medium,Yes
4114,Male,23,Hispanic,0,10,0,0,0,0,High,No
4115,Male,33,Hispanic,0,2,0,0,0,0,Low,No
4116,Male,20,African-American,1,3,0,0,1,1,Low,Yes
4117,Male,28,Caucasian,0,10,0,0,0,0,High,No
4118,Male,55,African-American,0,4,0,0,0,0,Low,No
4119,Male,26,Caucasian,0,4,0,0,0,0,Low,No
4120,Female,52,Caucasian,0,1,0,0,0,0,Low,No
4121,Male,52,African-American,0,8,0,0,1,1,High,Yes
4122,Male,60,Caucasian,0,2,0,0,0,0,Low,No
4123,Male,44,Caucasian,0,2,0,0,0,0,Low,No
4124,Male,30,Hispanic,0,2,0,0,0,0,Low,No
4125,Female,25,African-American,0,4,0,0,0,0,Low,No
4126,Male,39,African-American,0,4,0,0,1,0,Low,No
4127,Male,22,Caucasian,0,6,0,0,0,0,Medium,No
4128,Female,28,African-American,0,3,0,0,0,0,Low,No
4129,Male,30,Caucasian,0,1,0,0,0,0,Low,No
4130,Male,39,African-American,0,5,0,0,0,0,Medium,No
4131,Female,46,Other,0,1,0,0,0,0,Low,No
4132,Male,47,Other,0,2,0,0,0,0,Low,No
4133,Male,26,African-American,0,7,0,0,0,0,Medium,No
4134,Male,33,African-American,0,4,0,0,0,0,Low,No
4135,Female,23,African-American,0,3,0,0,0,0,Low,No
4136,Male,54,Caucasian,0,2,0,0,0,0,Low,No
4137,Male,50,African-American,0,6,0,0,0,0,Medium,No
4138,Male,25,Caucasian,0,3,0,0,0,0,Low,No
4139,Female,46,Caucasian,0,1,0,0,0,0,Low,No
4140,Male,22,Caucasian,0,4,0,0,0,0,Low,No
4141,Male,38,Caucasian,1,4,0,0,1,1,Low,Yes
4142,Male,18,African-American,5,5,0,2,1,1,Medium,Yes
4143,Female,23,Caucasian,0,6,0,0,0,0,Medium,No
4144,Female,32,Hispanic,0,5,0,1,1,1,Medium,Yes
4145,Male,27,African-American,0,5,0,0,0,0,Medium,No
4146,Male,25,Caucasian,0,6,0,0,1,0,Medium,No
4147,Male,53,Caucasian,0,2,0,0,0,0,Low,No
4148,Male,39,African-American,0,3,0,0,0,0,Low,No
4149,Male,37,Other,0,4,0,0,1,1,Low,Yes
4150,Female,24,African-American,0,9,0,0,0,0,High,No
4151,Male,33,Caucasian,0,1,0,0,0,0,Low,No
4152,Female,24,Caucasian,0,4,0,4,0,0,Low,No
4153,Male,46,Caucasian,0,1,0,0,0,0,Low,No
